repo,url,stars,forks,open_issues,github_language,created_at,pushed_at,license,topics,via,description,is_agent,agent_verdict,agent_type,agent_confidence,agent_evidence_tier,has_llm,has_agent_loop,has_tool_calling,has_mcp,has_workflow,has_multi_agent,has_memory,has_streaming,effect_depth,effect_evidence,effect_deps,effect_capabilities,uses_effect_ai,effect_files
kwaroran/Risuai,https://github.com/kwaroran/Risuai,1675,348,161,TypeScript,2023-04-12T13:08:52Z,2026-09-10T11:51:53Z,GPL-3.0,ai|characters|chat|chatbot|claude|gemini|gpt|llama|llm|mcp|mcp-client|mistral|roleplay|tauri,TypeScript:chatbot|TypeScript:llm|TypeScript:mcp,Make your own story. User-friendly software for LLM roleplaying,true,agent,single-agent,0.85,manifest,true,true,true,true,false,false,true,false,L0,manifest-full,,,false,0
lorryjovens-hub/claude-code-rust,https://github.com/lorryjovens-hub/claude-code-rust,1663,641,18,TypeScript,2026-03-31T19:30:11Z,2026-05-30T07:05:37Z,,ai|claude|cli|mcp|performance|repl|rust,TypeScript:mcp,🚀 Rust 全量重构的 Claude Code - 性能提升 2.5x，体积减少 97% | High-performance Rust implementation of Claude Code with 2.5x faster startup and 97% smaller binary,true,agent,multi-agent,0.83,paths,true,true,true,true,false,true,true,true,L0,manifest-full,,,false,0
legeling/PromptHub,https://github.com/legeling/PromptHub,1652,192,39,TypeScript,2025-11-29T07:06:01Z,2026-09-05T03:51:50Z,AGPL-3.0,agent|ai|cli-tool|llm|prompt|prompt-toolkit|skills,TypeScript:agent:stars>=600|TypeScript:llm,"一款包含了 Prompt管理，Skill管理，Agent管理的一站式AI工具箱，助你高效管理提示词，一键分发skills ，一站式管理Agent资产，并实现云同步，备份，版本管理 | An all-in-one AI toolbox for prompt, agent, and skills management. Reuse prompts, distribute skills with one click, manage agent assets, and support cloud sync, backup, and version control",true,agent,single-agent,0.72,paths,true,true,false,true,false,false,false,true,L0,manifest-full,,,false,0
steipete/birdclaw,https://github.com/steipete/birdclaw,1652,160,1,TypeScript,2026-03-08T19:43:00Z,2026-09-14T02:05:42Z,MIT,,TypeScript:agent:stars>=600,Stores all your tweets nicely claw-able for agents.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L3,tarball,effect,gen|error|resource,false,88
getnao/nao,https://github.com/getnao/nao,1649,254,257,TypeScript,2025-12-30T18:33:25Z,2026-09-13T19:18:53Z,NOASSERTION,agentic-analytics|analytics|analytics-engineering|bigquery|business-intelligence|chat-with-your-data|context-engineering|data|data-analysis|data-analyst|data-engineering|databricks|postgresql|self-hosted|slack-bot|slackbot|snowflake|sql|text-to-sql,TypeScript:agent:stars>=600,"👾 nao is an open source analytics agent. (1) Create context with nao-core cli, (2) deploy nao chat interface for everyone",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,true,true,true,L0,manifest-full,,,false,0
ai4s-research/open-science,https://github.com/ai4s-research/open-science,1644,198,22,TypeScript,2026-07-03T09:22:31Z,2026-09-11T04:15:46Z,NOASSERTION,ai-agent|ai-for-science|ai-scientist|ai4s|claude-science|claude-science-alternative|claude-science-desktop-alternative|desktop-app|linux|local-first|macos|mcp|open-science|open-science-desktop|reproducible-research|research-tools|research-workbench|scientific-research|tauri|windows,TypeScript:agent:stars>=600|TypeScript:mcp,"Open Science Desktop — local-first, model-agnostic AI research workbench for macOS, Windows & Linux. Open-source Claude Science desktop alternative built on Tauri + MCP + agent skills.",true,agent,mcp-agent,0.77,paths,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
tickernelz/opencode-mem,https://github.com/tickernelz/opencode-mem,1644,155,15,TypeScript,2026-01-10T08:13:56Z,2026-09-07T06:20:09Z,MIT,,TypeScript:agent:stars>=600,OpenCode plugin that gives coding agents persistent memory using local vector database,true,agent,coding-agent,0.72,paths,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
patoles/agent-flow,https://github.com/patoles/agent-flow,1639,190,26,TypeScript,2026-03-21T08:53:27Z,2026-07-11T15:57:04Z,Apache-2.0,agent-visualization|ai-agents|claude-code|developer-tools|llm|vscode-extension,TypeScript:agent:stars>=600|TypeScript:llm,"Real-time visualization of Claude Code agent orchestration — see your agents think, branch, and coordinate as they work.",true,agent,agent-runtime,0.72,paths,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
theopenco/llmgateway,https://github.com/theopenco/llmgateway,1632,183,69,TypeScript,2025-04-12T18:37:18Z,2026-09-13T22:51:25Z,NOASSERTION,ai|ai-gateway|analytics|anthropic|api-key-management|claude|codex|enterprise|guardrails|inference|llm|llm-gateway|llm-proxy|llms|observability|openai|opencode|rate-limiting|typescript,TypeScript:llm,"Route, manage, and analyze your LLM requests across multiple providers with a unified API interface.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,true,true,true,L0,manifest-full,,,false,0
codeaholicguy/ai-devkit,https://github.com/codeaholicguy/ai-devkit,1627,250,19,TypeScript,2025-10-14T08:00:48Z,2026-09-13T10:04:00Z,Apache-2.0,agent-framework|agent-skills|ai|ai-agents|ai-coding|antigravity|claude-code|cli|codex-cli|coding-agents|cursor-ai|developer-tools|gemini-cli|mcp|memory|opencode|pi|software-engineering|workflow-automation,TypeScript:agent:stars>=600|TypeScript:mcp,The control plane for AI coding agents.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,true,L0,manifest-full,,,false,0
PurpleDoubleD/locally-uncensored,https://github.com/PurpleDoubleD/locally-uncensored,1619,247,5,TypeScript,2026-03-24T21:52:47Z,2026-09-13T22:57:54Z,AGPL-3.0,agent|ai-chat|ai-studio|all-in-one|coding-agent|desktop-app|flux|image-generation|linux|llm|local-ai|local-llm|open-source|privacy|self-hosted|stable-diffusion|uncensored|uncensored-ai|video-generation|windows,TypeScript:agent:stars>=600|TypeScript:llm,"The all-in-one local AI studio for your desktop: chat, image and video generation and a coding agent in one free, open source app. Windows and Linux. No Docker, no terminal, no cloud required.",true,agent,coding-agent,0.83,paths,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
activeloopai/hivemind,https://github.com/activeloopai/hivemind,1606,107,43,TypeScript,2026-04-03T21:02:08Z,2026-09-11T19:39:51Z,Apache-2.0,ai|ai-agents|ai-memory|anthropic|artificial-intelligence|claude|claude-agent-sdk|claude-agents|claude-code-plugin|claude-skills|codex|embeddings|long-term-memory|memory-engine|openclaw|openclaw-skills|postgres|rag,TypeScript:agent:stars>=600|TypeScript:rag,Hivemind turns your traces into reusable skills across agents,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,true,false,L0,manifest-full,,,false,0
Kaelio/ktx,https://github.com/Kaelio/ktx,1587,103,53,TypeScript,2026-05-10T19:42:32Z,2026-09-11T04:03:45Z,Apache-2.0,agent|agent-skills|agents|ai-agent|ai-agents|analytics|analytics-engineering|business-intelligence|claude|claude-code|claude-skills|codex|context-layer|data-analysis|data-engineering|llm|mcp|memory|semantic-layer|skills,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:mcp","ktx is an executable context layer for data and analytics agents 🐙 Allow Claude Code, Codex, or other AI agents to query analytical databases accurately and with full context of your company",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,false,L0,manifest-full,,,false,0
Flux159/mcp-server-kubernetes,https://github.com/Flux159/mcp-server-kubernetes,1579,280,9,TypeScript,2024-12-08T00:01:28Z,2026-09-14T01:09:36Z,MIT,infrastructure|kubernetes|mcp|server,TypeScript:mcp,MCP Server for kubernetes management commands,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
mex-memory/mex,https://github.com/mex-memory/mex,1572,113,45,TypeScript,2026-03-21T10:34:18Z,2026-09-13T18:59:04Z,MIT,claude-code|claude-code-skills|cli-tool|code-graph|codex|context-management|cursor|developer-tools|documentation|knowledge-graph|llm|mcp-server|memory-management|tree-sitter|typescript,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:llm",Team memory for engineers and their AI agents. Lives in your repo. Shared through Git.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,true,false,true,L0,manifest-full,,,false,0
shrimbly/node-banana,https://github.com/shrimbly/node-banana,1567,336,18,TypeScript,2025-12-03T11:12:44Z,2026-09-13T18:36:26Z,MIT,,TypeScript:workflow,Free and open node based generative workflows. ,true,agent,workflow-agent,0.85,manifest,true,true,true,false,true,false,false,false,L0,manifest-full,,,false,0
hyperbrowserai/HyperAgent,https://github.com/hyperbrowserai/HyperAgent,1564,204,26,TypeScript,2025-04-14T05:02:59Z,2026-05-11T21:41:09Z,NOASSERTION,agent|ai|automation|chrome|llm|playwright|web,TypeScript:agent:stars>=600|TypeScript:llm,AI Browser Automation,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
Prismer-AI/PrismerCloud,https://github.com/Prismer-AI/PrismerCloud,1564,12,0,TypeScript,2026-03-21T16:58:43Z,2026-08-06T18:33:46Z,MIT,agent-communication|agent-memory|ai-agents|claude|cursor|docker|knowledge-base|llm-tools|mcp|mcp-server|nextjs|rag|self-hosted|typescript|windsurf,TypeScript:mcp|TypeScript:rag,Prismer Cloud,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,true,true,true,L0,manifest-full,,,false,0
rivet-dev/sandbox-agent,https://github.com/rivet-dev/sandbox-agent,1562,125,85,TypeScript,2026-01-25T10:03:02Z,2026-06-19T06:05:41Z,Apache-2.0,agent|ai|amp|claude|claude-code|codex|daytona|e2b|opencode|sandbox,TypeScript:agent:stars>=600,"Run Coding Agents in Sandboxes. Control Them Over HTTP. Supports Claude Code, Codex, OpenCode, and Amp.",true,agent,coding-agent,0.83,paths,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
neovateai/neovate-code,https://github.com/neovateai/neovate-code,1559,154,58,TypeScript,2025-03-11T08:32:54Z,2026-03-24T06:27:53Z,MIT,,TypeScript:agent:stars>=600,"Neovate Code is a code agent to enhance your development. You can use it to generate code, fix bugs, review code, add tests, and more. You can run it in interactive mode or headless mode.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
cyberpapiii/chipotlai-max,https://github.com/cyberpapiii/chipotlai-max,1556,96,12,TypeScript,2026-03-16T20:29:31Z,2026-06-03T18:29:23Z,NOASSERTION,,TypeScript:agent:stars>=600,"The AI coding agent that runs on stolen Chipotle compute 🌯 Fork of OpenCode with Pepper AI as default model. Community project to add providers from Home Depot, Lowes, Target, Starbucks & more.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,true,L4,tarball,effect,gen|service|error|concurrency|primitives|schema|resource|config,false,30
langchain-ai/deepagentsjs,https://github.com/langchain-ai/deepagentsjs,1553,272,70,TypeScript,2025-08-04T15:23:17Z,2026-09-11T07:06:40Z,MIT,ai|deepagents|langchain|langgraph,TypeScript:agent:stars>=600|TypeScript:harness,The batteries included agent harness.,true,agent,agent-runtime,0.97,manifest,true,true,true,false,false,false,true,true,L0,manifest-full,,,false,0
wevm/vocs,https://github.com/wevm/vocs,1546,123,17,TypeScript,2023-10-13T05:30:57Z,2026-09-10T23:09:51Z,MIT,docs|markdown|mdx|react|typescript|vite,TypeScript:agent:stars>=600,Minimal Docs for Agents & Humans.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
CopilotKit/OpenGenerativeUI,https://github.com/CopilotKit/OpenGenerativeUI,1545,201,48,TypeScript,2026-03-12T20:40:06Z,2026-06-10T23:23:43Z,MIT,agent-native|agentic-ai|agentic-visualization|agents|ai-agents|ai-copilot|ai-visualization|assistant-chat-bots|copilot|generative-ui|javascript|llm|open-source|typescript|visualization,TypeScript:copilot|TypeScript:llm,Open-Source Generative UI Framework,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
kenryu42/cc-safety-net,https://github.com/kenryu42/cc-safety-net,1538,76,2,TypeScript,2025-12-25T17:52:57Z,2026-09-14T01:13:01Z,MIT,ai-agents|ai-safety|antigravity|claude|claude-code|claude-code-plugin|cli|codex|codex-cli|coding-agent|cursor|developer-tools|gemini-cli|guardrails|hermes-agent|hooks|openclaw|opencode|pi-extension|security,TypeScript:agent:stars>=600|TypeScript:copilot,"A pre-execution guard for AI coding agents. It blocks destructive Git and file system commands, plus common attempts to access sensitive files, before a tool call runs. Supports Amp Code, Antigravity CLI, Claude Code, Codex, Cursor, Gemini CLI, GitHub Copilot CLI, Grok Build, Hermes Agent, Kimi Code, OpenClaw, OpenCode, and Pi.",true,agent,coding-agent,0.72,paths,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
amicalhq/amical,https://github.com/amicalhq/amical,1530,139,57,TypeScript,2025-05-08T22:08:58Z,2026-09-13T11:27:49Z,MIT,ai|ai-note-taking-app|asr|dictate|dictation|dictation-tool|electron|local-ai|macos|mcp|meeting-notes|nextjs|ollama|productivity|self-hosted|speech-to-text|transcription|whisper|windows,TypeScript:mcp,"🎙️ AI Dictation App - Open Source and Local-first ⚡ Type 3x faster, no keyboard needed. 🆓 Powered by open source models, works offline, fast and accurate.",true,agent,workflow-agent,0.8,manifest,true,true,false,false,true,false,false,true,L2,tarball,effect,gen|service|error|concurrency|primitives|resource|observability,false,63
workany-ai/workany,https://github.com/workany-ai/workany,1510,243,25,TypeScript,2026-01-19T07:05:00Z,2026-07-22T10:18:29Z,NOASSERTION,ai-assistant|desktop-agent|general-agent|open-cowork,TypeScript:agent:stars>=600,Desktop Agent for Any Task,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
ggml-org/llama.vscode,https://github.com/ggml-org/llama.vscode,1506,150,51,TypeScript,2025-01-06T11:54:52Z,2026-09-05T18:04:39Z,MIT,copilot|developer-tool|extension|llama|llm|vscode,TypeScript:copilot|TypeScript:llm,VS Code extension for LLM-assisted code/text completion,true,agent,single-agent,0.8,manifest,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
ishaan1013/shadow,https://github.com/ishaan1013/shadow,1499,178,16,TypeScript,2025-07-12T20:45:46Z,2026-03-19T20:29:22Z,MIT,,TypeScript:agent:stars>=600,Background coding agent and real-time web interface,true,agent,coding-agent,0.85,manifest,true,true,true,true,false,false,true,true,L0,manifest-full,,,false,0
rohitg00/skillkit,https://github.com/rohitg00/skillkit,1498,143,29,TypeScript,2026-01-20T15:41:14Z,2026-06-02T09:43:09Z,Apache-2.0,agent-skills|agentskills|ai|cli|codex|cursor|gemini|opencode|skills,TypeScript:agent:stars>=600|TypeScript:copilot,"Supercharge AI coding agents with portable skills. Install, translate & share skills across Claude Code, Cursor, Codex, Copilot & 40 more",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,true,true,false,L0,manifest-full,,,false,0
dirac-run/dirac,https://github.com/dirac-run/dirac,1494,84,16,TypeScript,2026-04-05T21:10:25Z,2026-09-10T21:22:10Z,Apache-2.0,,TypeScript:agent:stars>=600,"Coding Agent singularly focused efficiency and context curation. Reduces API costs by 50-80% vs other agent AND improves the code quality at the same time. Uses Hash Anchored edits, massively parallel operations, AST manipulation and many many other optimizations.  https://dirac.run/",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
kaiban-ai/KaibanJS,https://github.com/kaiban-ai/KaibanJS,1476,157,78,TypeScript,2024-07-10T05:25:01Z,2026-05-15T18:53:38Z,MIT,agentic|agentic-framework|agenticjs|agents|ai|javascript|kanban|langchain-js|llms|multi-agent-systems|state-management,TypeScript:agent:stars>=600|TypeScript:multi-agent,KaibanJS is a JavaScript-native framework for building and managing multi-agent systems  with a Kanban-inspired approach.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,true,false,true,L0,manifest-full,,,false,0
team-reflect/reflect-open,https://github.com/team-reflect/reflect-open,1474,114,56,TypeScript,2026-06-09T02:23:15Z,2026-09-14T02:00:54Z,MIT,agent|markdown|note-taking,"TypeScript:""AI agent""|TypeScript:agent:stars>=600",Open-source Reflect rewrite: A local-first AI agent-friendly Markdown note-taking app,true,agent,workflow-agent,0.85,manifest,true,true,true,false,true,false,true,true,L0,manifest-full,,,false,0
traycerai/traycer,https://github.com/traycerai/traycer,1473,197,191,TypeScript,2024-05-11T20:19:01Z,2026-09-14T02:37:15Z,MIT,,TypeScript:agent:stars>=600,Traycer: Nerve Center for Agentic Coding,true,agent,coding-agent,0.77,paths,true,true,true,false,true,false,false,true,L0,manifest-full,,,false,0
bugbasesecurity/pentest-copilot,https://github.com/bugbasesecurity/pentest-copilot,1472,278,29,TypeScript,2025-03-08T14:04:31Z,2026-08-14T21:59:26Z,MIT,ai|cybersecurity|cybersecurity-tools|llms|pentesting,TypeScript:copilot|TypeScript:workflow,Pentest Copilot is an AI-powered browser based ethical hacking assistant tool designed to streamline pentesting workflows.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
AtomicBot-ai/Atomic-Chat,https://github.com/AtomicBot-ai/Atomic-Chat,1471,174,53,TypeScript,2026-03-31T08:03:09Z,2026-09-11T17:56:24Z,NOASSERTION,ai-chat|ai-tools|apple-silicon|chatgpt|deepseek|desktop-app|gemma|gguf|gpt-oss|llamacpp|llm|llm-inference|local-ai|local-first|local-llm|mcp|mlx|open-source|qwen|self-hosted,TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:mcp,"Local AI app and inference engine for agents. Run open-weight LLMs locally — private, 100% offline on your computer. Join our Discord: https://discord.com/invite/8wGSsvmg4V",true,agent,single-agent,0.85,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
limecloud/lime,https://github.com/limecloud/lime,1470,206,12,TypeScript,2025-12-13T17:23:15Z,2026-09-14T01:34:39Z,,agent|agent-collaboration|agent-harness|agentic-ai|ai|claw|content-creation|creators|deepseek|desktop-app|knowledge-base|mcp|research-tool|skills|workflow|writing-tool,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:mcp|TypeScript:multi-agent|TypeScript:workflow","Full-stack AI agent for coding, files, terminals, tools, research, content, multimodal work, and multi-agent workflows.",true,agent,coding-agent,0.83,paths,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
ghostwright/phantom,https://github.com/ghostwright/phantom,1469,194,65,TypeScript,2026-03-26T04:45:11Z,2026-06-16T21:26:09Z,Apache-2.0,ai-agents|ai-coworker|anthropic|autonomous-agents|bun|claude|docker|llm|mcp|self-evolution|slack|typescript,TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:mcp,"An AI co-worker with its own computer. Self-evolving, persistent memory, MCP server, secure credential collection, email identity. Built on the Claude Agent SDK.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,true,L0,manifest-full,,,false,0
dust-tt/dust,https://github.com/dust-tt/dust,1465,344,413,TypeScript,2022-08-19T07:57:29Z,2026-09-14T00:25:37Z,MIT,agents|large-language-models|llm|rust,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:llm",Custom AI agent platform to speed up your work.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,true,true,true,L0,manifest-full,,,false,0
nicobailon/pi-mcp-adapter,https://github.com/nicobailon/pi-mcp-adapter,1460,336,1,TypeScript,2026-01-19T23:23:58Z,2026-09-13T20:04:34Z,MIT,ai|claude|coding-agent|extension|llm|mcp|model-context-protocol|pi,TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:mcp,Token-efficient MCP adapter for Pi coding agent,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
superloglabs/superlog,https://github.com/superloglabs/superlog,1445,114,88,TypeScript,2026-06-02T19:13:48Z,2026-09-13T09:41:32Z,Apache-2.0,ai|llm|memory|observability|opentelemetry|react|self-hosted|skills|typescript,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:llm",Open-source observability tool that uses AI agents to self-heal your software,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,true,false,true,L0,manifest-full,,,false,0
inkeep/agents,https://github.com/inkeep/agents,1425,175,39,TypeScript,2025-09-05T12:23:24Z,2026-09-12T07:04:23Z,NOASSERTION,agent|agent-builder|agent-framework|agents-sdk|ai|ai-agent|ai-agents|aiagentframework|developer-sdk|inkeep|llms|low-code|mcp|mcp-server|mulit-agent|no-code|self-hosted|typescript|workflow|workflows,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:coding assistant|TypeScript:mcp|TypeScript:multi-agent|TypeScript:workflow",Create AI Agents in a No-Code Visual Builder or TypeScript SDK with full 2-way sync. For shipping AI assistants and multi-agent AI workflows.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
preset-io/agor,https://github.com/preset-io/agor,1400,121,225,TypeScript,2025-10-04T19:17:32Z,2026-09-14T02:53:35Z,NOASSERTION,agent-orchestration|agentic|ai-agents|ai-coding|ai-pair-programming|canvas|claude-code|codex|coding-assistant|developer-tools|devtools|gemini-cli|git-worktree|mcp|multi-agent|multiplayer|orchestration|real-time-collaboration|typescript,TypeScript:agent:stars>=600|TypeScript:mcp|TypeScript:multi-agent,Agor - team command center for all things agentic,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
google/adk-js,https://github.com/google/adk-js,1398,205,74,TypeScript,2025-08-14T01:57:35Z,2026-09-10T22:48:14Z,Apache-2.0,agent|agentic|agentic-ai|agents|agents-sdk|ai|ai-agents|aiagentframework|genai|genai-chatbot|llm|llms|multi-agent|multi-agent-systems|multi-agents|multi-agents-collaboration,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:multi-agent","An open-source, code-first Typescript toolkit for building, evaluating, and deploying sophisticated AI agents with flexibility and control.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
callstackincubator/ai,https://github.com/callstackincubator/ai,1397,58,13,TypeScript,2024-07-19T13:25:57Z,2026-07-07T08:48:30Z,MIT,ai|llm|on-device-ai|react-native,TypeScript:llm,On-device LLM execution in React Native with Vercel AI SDK compatibility,true,agent,single-agent,0.8,manifest,true,false,true,false,false,false,true,true,L0,tarball,,,false,0
aws-samples/generative-ai-use-cases,https://github.com/aws-samples/generative-ai-use-cases,1384,433,107,TypeScript,2023-08-17T02:08:52Z,2026-09-13T22:00:38Z,MIT-0,aws|bedrock|chatbot|claude|claude3|claude4|command-r|deepseek-r1|generative-ai|image-generation|lambda|llama3|llm|mistral|nova|rag|react|sagemaker|typescript,TypeScript:chatbot|TypeScript:llm|TypeScript:rag,Application implementation with business use cases for safely utilizing generative AI in business operations,true,agent,single-agent,0.72,paths,true,true,true,false,false,false,false,true,L0,manifest-full,,,false,0
agentconnect-md/agentconnect,https://github.com/agentconnect-md/agentconnect,1365,44,39,TypeScript,2026-07-24T02:17:34Z,2026-09-14T02:54:15Z,Apache-2.0,agent-client-protocol|agent-sandbox|ai-agent|claude-tag-alternative|codereview|developer-tools|github|kubernetes|multi-agent|slack|typescript,TypeScript:agent:stars>=600|TypeScript:multi-agent,"The open-source, multi-agent alternative to Claude Tag.  @ any agent, wherever work happens, they work alongside your team, learning as they go.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,true,L0,manifest-full,,,false,0
raroque/boop-agent,https://github.com/raroque/boop-agent,1357,302,24,TypeScript,2026-04-14T20:58:38Z,2026-07-13T16:41:06Z,MIT,,TypeScript:agent:stars>=600,"iMessage personal agent: choose Claude Agent SDK (Claude Code) or Codex app-server runtime (Codex/ChatGPT), with memory, sub-agents, automations, integrations.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,true,L0,manifest-full,,,false,0
PentesterFlow/agent,https://github.com/PentesterFlow/agent,1346,244,5,TypeScript,2026-05-31T11:14:35Z,2026-08-31T12:44:05Z,Apache-2.0,ai|ai-agents|bugbounty|penetration-testing|security-audit|security-automation,TypeScript:agent:stars>=600,Agentic offensive-security in your terminal,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
Lapis0x0/obsidian-yolo,https://github.com/Lapis0x0/obsidian-yolo,1342,85,22,TypeScript,2025-06-02T20:00:54Z,2026-09-13T07:31:30Z,MIT,,TypeScript:agent:stars>=600,"Agent-native AI assistant — chat, write, learning, all in one.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
nrslib/takt,https://github.com/nrslib/takt,1339,99,65,TypeScript,2026-01-25T04:05:48Z,2026-09-13T13:49:22Z,MIT,agent-orchestration|agent-team|ai-agents|claude-code|codex|multi-agent|opencode,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:multi-agent","TAKT Agent Koordination Topology - Define how AI agents coordinate, where humans intervene, and what gets recorded — in YAML",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
Team-Commonly/commonly,https://github.com/Team-Commonly/commonly,1338,186,158,TypeScript,2025-02-03T02:13:30Z,2026-09-13T01:01:27Z,Apache-2.0,agent-framework|agent-harness|agent-protocol|agentic|agentic-ai|agents|ai-agents|ai-orchestration|autonomous-agents|claude|codex|developer-tools|generative-ai|llm|multi-agent|open-source|openai|openclaw|self-hosted,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:multi-agent","Open-source room for humans + cross-vendor AI agents. Every agent gets its own name, memory, skills, and workstation. Any runtime, your infra — no per-agent fees.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
basementstudio/xmcp,https://github.com/basementstudio/xmcp,1328,93,22,TypeScript,2025-05-17T04:09:27Z,2026-09-13T05:34:20Z,MIT,framework|mcp|modelcontextprotocol|typescript,TypeScript:mcp,The TypeScript MCP framework,true,agent,mcp-agent,0.85,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
ridafkih/keeper.sh,https://github.com/ridafkih/keeper.sh,1324,54,150,TypeScript,2025-12-23T07:16:54Z,2026-09-11T03:59:49Z,AGPL-3.0,bun|caldav|calendar|calendar-sync|google-calendar|ical|icloud|ics|mcp|mcp-server|nextjs|open-source|outlook|self-hosted|sync|typescript,TypeScript:mcp,"Calendar sync tool & universal calendar MCP server. Aggregate, sync and control calendars on Google, Outlook, Office 365, iCloud, CalDAV or ICS.",true,agent,mcp-agent,0.77,paths,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
aws-samples/bedrock-chat,https://github.com/aws-samples/bedrock-chat,1323,535,135,TypeScript,2023-08-22T05:49:30Z,2026-09-09T02:40:13Z,MIT-0,aws|bedrock|chatbot|claude|docker|fastapi|generative-ai|lambda|llm|python|react|streaming-response|websockets,TypeScript:chatbot|TypeScript:llm,AWS-native chatbot using Bedrock,true,agent,single-agent,0.72,paths,true,true,true,false,false,false,false,true,L3,tarball,effect,gen,false,1
perminder-klair/subwave,https://github.com/perminder-klair/subwave,1321,120,49,TypeScript,2026-05-11T17:33:56Z,2026-09-10T21:55:34Z,MIT,,TypeScript:agent:stars>=600,Personal internet radio: Agentic AI DJ,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,true,L0,manifest-full,,,false,0
